customer_id,full_name,tier,region,channel,email,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_code,rfm_avg,rfm_segment
CUST-1174,Jessica Wheeler,Bronze,NCR,In-Store,autumnrobertson@example.org,614,9,19353.98,2,1,1,211,1.33,Needs Attention
CUST-1332,Lawrence Mullins,Bronze,Cebu,Online,wgomez@example.net,718,7,19105.72,3,1,1,311,1.67,Potential Loyalists
CUST-1113,Karen Wiggins,Silver,Davao,Online,lawrence59@example.com,535,8,18958.92,1,1,1,111,1.0,Lost
CUST-1212,Matthew Henderson,Silver,NCR,Online,vrodriguez@example.com,836,3,18863.94,4,2,1,421,2.33,Potential Loyalists
CUST-1104,Tracey Martin,Bronze,Batangas,Online,nschwartz@example.net,906,3,18645.56,4,2,2,422,2.67,Potential Loyalists
CUST-1284,Timothy Sanders,Gold,Iloilo,Online,cynthiahines@example.net,551,6,18362.88,1,1,2,112,1.33,Lost
CUST-1224,Eric Nichols,Silver,Cebu,In-Store,eric63@example.org,742,5,18359.79,3,1,2,312,2.0,Potential Loyalists
CUST-1353,James Moore,Platinum,NCR,Online,thomas62@example.net,992,5,18354.16,5,1,2,512,2.67,Potential Loyalists
CUST-1308,Andrew Lawson,Gold,NCR,Both,jordanwright@example.com,985,6,18335.41,5,1,2,512,2.67,Potential Loyalists
CUST-1302,Michelle Buckley,Gold,Davao,In-Store,katherine54@example.org,1040,4,18138.67,5,2,2,522,3.0,Potential Loyalists
CUST-1092,Theodore Williams,Bronze,Davao,Online,cmueller@example.com,537,8,17667.7,1,1,2,112,1.33,Lost
CUST-1118,Joseph Lopez,Silver,Iloilo,Both,deanna29@example.org,675,5,17529.57,3,1,2,312,2.0,Potential Loyalists
CUST-1344,Michael Moran,Bronze,Laguna,Online,stephenmay@example.net,737,3,17334.73,3,2,2,322,2.33,Potential Loyalists
CUST-1320,Ray Ross,Gold,Cagayan de Oro,Online,susanharrell@example.org,608,5,17305.38,2,1,2,212,1.67,Needs Attention
CUST-1024,Kimberly Boyd,Bronze,Cebu,In-Store,danielle73@example.org,644,4,16964.93,2,2,2,222,2.0,Needs Attention
CUST-1321,Kelly Willis,Silver,Batangas,In-Store,allenjoseph@example.org,799,2,16665.44,4,4,2,442,3.33,Needs Attention
CUST-1105,Jennifer Cox,Bronze,Batangas,Both,suttonmelissa@example.com,525,3,16036.94,1,2,2,122,1.67,Needs Attention
CUST-1397,Jeffrey Wells,Silver,Iloilo,Online,sandovalsheri@example.org,553,2,15717.37,1,3,2,132,2.0,Needs Attention
CUST-1268,Rachel Simon,Silver,NCR,Both,richard47@example.org,532,5,15429.17,1,1,2,112,1.33,Lost
CUST-1221,James Phillips,Bronze,Batangas,In-Store,tamara65@example.org,578,3,15366.6,2,2,2,222,2.0,Needs Attention
CUST-1275,Joshua Holland,Bronze,Batangas,In-Store,spearsmichael@example.org,758,1,15364.1,3,5,2,352,3.33,Needs Attention
CUST-1018,Kelsey Griffin,Silver,Pampanga,Both,travis17@example.net,519,3,15063.63,1,2,2,122,1.67,Needs Attention
CUST-1228,Mark Bright,Bronze,Unknown,Online,barbara37@example.net,1129,1,14587.1,5,5,2,552,4.0,Needs Attention
CUST-1363,Karen Lewis,Platinum,Davao,Online,mary27@example.org,524,4,14219.21,1,2,2,122,1.67,Needs Attention
CUST-1283,Brandy Macdonald,Bronze,Iloilo,In-Store,danielalvarez@example.net,926,6,13989.44,4,1,2,412,2.33,Potential Loyalists
CUST-1188,Steve Freeman,Bronze,Cagayan de Oro,In-Store,briannabarnes@example.net,1031,1,13794.89,5,5,2,552,4.0,Needs Attention
CUST-1072,Heather Hill,Platinum,Cebu,Online,arthur32@example.org,605,3,13644.19,2,2,2,222,2.0,Needs Attention
CUST-1070,Peter Baker,Bronze,Iloilo,In-Store,nathaniel01@example.net,858,4,13622.22,4,2,2,422,2.67,Potential Loyalists
CUST-1307,Robert Ryan,Gold,Pampanga,Both,colemarvin@example.org,979,5,13532.62,5,1,2,512,2.67,Potential Loyalists
CUST-1164,Amy Gibson DVM,Bronze,NCR,Both,valdezsamuel@example.com,747,2,13465.71,3,3,2,332,2.67,Needs Attention
CUST-1031,Kevin Taylor,Bronze,Pampanga,Online,rrodriguez@example.net,667,7,13414.11,2,1,2,212,1.67,Needs Attention
CUST-1240,Kimberly Clay,Bronze,Pampanga,Both,cstevens@example.com,772,1,13164.64,3,4,2,342,3.0,Needs Attention
CUST-1203,Elizabeth Munoz,Platinum,Laguna,Online,jasonarmstrong@example.net,930,5,13134.81,4,1,2,412,2.33,Potential Loyalists
CUST-1339,Deanna Moore,Silver,Iloilo,Online,james41@example.net,788,2,12774.9,3,4,2,342,3.0,Needs Attention
CUST-1241,Matthew Gomez,Gold,Davao,Both,richardsonrenee@example.net,577,1,12636.72,2,4,2,242,2.67,Cant Lose Them
CUST-1348,Sandra Cole,Silver,NCR,Online,steven42@example.com,710,3,12495.72,3,2,2,322,2.33,Potential Loyalists
CUST-1056,Erica Chandler,Gold,Iloilo,Online,grahamgloria@example.com,992,2,12454.37,5,3,2,532,3.33,Needs Attention
CUST-1195,Tiffany Lara,Platinum,Pampanga,Both,johncrawford@example.org,767,2,12404.5,3,3,2,332,2.67,Needs Attention
CUST-1352,Rebecca Burns,Platinum,NCR,Both,milesteresa@example.org,567,3,12207.35,1,2,2,122,1.67,Needs Attention
CUST-1066,Joseph Baker,Bronze,Pampanga,In-Store,dwatson@example.net,631,1,12194.37,2,4,2,242,2.67,Cant Lose Them
CUST-1061,Jennifer Brennan,Bronze,NCR,Online,heathersmith@example.org,841,3,12155.1,4,2,2,422,2.67,Potential Loyalists
CUST-1368,Rebecca Moore,Bronze,Iloilo,In-Store,ericbishop@example.org,927,2,12110.58,4,3,2,432,3.0,Needs Attention
CUST-1327,Daniel Hoffman,Silver,Batangas,Online,petersonkimberly@example.com,645,4,12067.0,2,2,2,222,2.0,Needs Attention
CUST-1011,Patty Cordova,Gold,NCR,Online,xmercer@example.net,640,2,11862.9,2,3,2,232,2.33,Needs Attention
CUST-1292,Lori Silva,Bronze,Laguna,Both,jessica61@example.com,519,3,11682.19,1,2,2,122,1.67,Needs Attention
CUST-1097,Cheryl Hill,Gold,NCR,Online,kgrimes@example.net,942,2,11609.56,5,3,2,532,3.33,Needs Attention
CUST-1366,Melissa Adkins,Silver,Batangas,In-Store,kkim@example.org,681,5,11569.89,3,1,2,312,2.0,Potential Loyalists
CUST-1111,Clifford Gonzales,Silver,Davao,Both,pamelabuck@example.com,800,1,11527.32,4,4,2,442,3.33,Needs Attention
CUST-1229,Yolanda Hurley DDS,Silver,NCR,Both,tramirez@example.com,851,4,10892.55,4,2,2,422,2.67,Potential Loyalists
CUST-1039,Connor Greene,Silver,NCR,In-Store,landrychristopher@example.com,719,2,10838.46,3,3,2,332,2.67,Needs Attention
CUST-1314,Jeffrey Maxwell,Bronze,Laguna,Online,carrcarolyn@example.net,712,4,10649.17,3,2,2,322,2.33,Potential Loyalists
CUST-1064,Kaitlyn Schultz,Bronze,Iloilo,In-Store,moorejared@example.org,933,2,10552.23,4,3,2,432,3.0,Needs Attention
CUST-1219,Tina Savage,Bronze,Batangas,In-Store,raymondtorres@example.net,975,1,10456.3,5,4,2,542,3.67,Needs Attention
CUST-1045,Alexander Marshall,Bronze,Cagayan de Oro,Online,danielsjohn@example.org,786,3,10335.07,3,2,2,322,2.33,Potential Loyalists
CUST-1042,Gregory Little,Silver,NCR,Both,paulmay@example.net,1097,2,10190.45,5,3,2,532,3.33,Needs Attention
CUST-1294,Adam Gibson,Gold,Batangas,Online,tracythompson@example.com,1144,1,10169.92,5,4,2,542,3.67,Needs Attention
CUST-1013,Tonya Wilson,Bronze,Pampanga,In-Store,josephmartin@example.com,525,4,10148.4,1,2,2,122,1.67,Needs Attention
CUST-1381,Monica Galvan,Bronze,Laguna,Both,moorekelsey@example.org,914,1,10140.66,4,4,2,442,3.33,Needs Attention
CUST-1010,Trevor Cruz,Bronze,Unknown,Online,iwiley@example.net,531,4,10102.95,1,2,2,122,1.67,Needs Attention
CUST-1200,Catherine Robinson,Silver,Davao,Online,whitejill@example.com,723,1,10013.5,3,4,2,342,3.0,Needs Attention
CUST-1340,Nicole Martinez,Bronze,Laguna,Both,micheleestrada@example.net,1034,6,9997.05,5,1,2,512,2.67,Potential Loyalists
CUST-1222,Sally Finley,Bronze,NCR,Both,markbishop@example.org,549,4,9966.5,1,2,2,122,1.67,Needs Attention
CUST-1149,Sarah Oneill,Silver,Cebu,In-Store,alfred68@example.com,769,2,9951.64,3,3,2,332,2.67,Needs Attention
CUST-1068,Jessica Diaz,Bronze,Laguna,In-Store,watsonsara@example.net,538,4,9909.8,1,2,2,122,1.67,Needs Attention
CUST-1351,Tonya Graham,Bronze,NCR,In-Store,harnold@example.org,992,4,9903.38,5,2,2,522,3.0,Potential Loyalists
CUST-1227,Mary Howell,Bronze,Iloilo,Online,leah77@example.net,947,3,9901.87,5,2,2,522,3.0,Potential Loyalists
CUST-1012,Denise Garcia,Silver,Pampanga,Online,michaelharrington@example.org,625,4,9788.14,2,2,2,222,2.0,Needs Attention
CUST-1257,Brian Thomas,Silver,Pampanga,Both,znorris@example.net,910,2,9456.71,4,4,2,442,3.33,Needs Attention
CUST-1378,Jessica Young,Bronze,Laguna,Online,gina07@example.com,728,3,9385.38,3,2,2,322,2.33,Potential Loyalists
CUST-1103,Kevin Hawkins,Bronze,Laguna,In-Store,davidsondavid@example.com,546,3,9345.26,1,2,3,123,2.0,Needs Attention
CUST-1007,Tim Wilson,Bronze,Batangas,Both,gvillegas@example.org,780,2,9194.33,3,4,3,343,3.33,Loyal Customers
CUST-1289,Daniel Arnold,Silver,Batangas,Both,markwilliamson@example.org,1109,1,9020.24,5,4,3,543,4.0,Loyal Customers
CUST-1055,Blake Stephens,Bronze,Unknown,Both,rsmith@example.net,869,3,8899.31,4,2,3,423,3.0,Potential Loyalists
CUST-1399,William Mccarty,Bronze,Davao,Both,tholmes@example.org,915,2,8891.54,4,4,3,443,3.67,Loyal Customers
CUST-1216,Alexandra Wilson,Bronze,Davao,In-Store,oliverdavid@example.org,1017,1,8804.92,5,4,3,543,4.0,Loyal Customers
CUST-1186,Tracy Crane,Platinum,Pampanga,Online,zachary87@example.net,610,3,8657.55,2,2,3,223,2.33,Needs Attention
CUST-1048,Thomas Brown,Silver,Iloilo,Online,williamsamy@example.com,896,1,8565.39,4,4,3,443,3.67,Loyal Customers
CUST-1160,Amanda Rivera,Gold,Batangas,In-Store,nancy42@example.com,628,3,8531.86,2,2,3,223,2.33,Needs Attention
CUST-1380,Jeffrey White MD,Platinum,NCR,Online,baileykelly@example.org,741,3,8527.29,3,2,3,323,2.67,Potential Loyalists
CUST-1215,Timothy Johnson,Bronze,Davao,In-Store,kchen@example.org,700,3,8527.09,3,2,3,323,2.67,Potential Loyalists
CUST-1175,Michelle Jackson,Gold,Pampanga,Online,uvalentine@example.org,730,3,8465.66,3,2,3,323,2.67,Potential Loyalists
CUST-1115,Adam Mckee,Silver,Pampanga,Online,melissawilliams@example.com,894,2,8457.6,4,4,3,443,3.67,Loyal Customers
CUST-1373,Sandra Henderson,Bronze,Iloilo,In-Store,hunterchristina@example.org,1004,2,8432.83,5,4,3,543,4.0,Loyal Customers
CUST-1001,Erika Allen,Bronze,Batangas,Online,carterstephanie@example.net,596,4,8399.68,2,2,3,223,2.33,Needs Attention
CUST-1383,Miguel Silva V,Silver,Cebu,Both,christopherbailey@example.org,901,3,8343.39,4,2,3,423,3.0,Potential Loyalists
CUST-1201,Brandon Owens,Silver,Unknown,Online,knightsteven@example.net,750,2,8330.62,3,3,3,333,3.0,Loyal Customers
CUST-1074,Randy Hill,Platinum,NCR,In-Store,roberteverett@example.org,554,2,8304.24,1,3,3,133,2.33,At Risk
CUST-1306,Carly Patterson,Silver,Laguna,Online,chelsealong@example.net,690,3,8289.18,3,2,3,323,2.67,Potential Loyalists
CUST-1166,Jon Lee,Bronze,Cebu,In-Store,peter68@example.com,679,2,8225.53,3,3,3,333,3.0,Loyal Customers
CUST-1293,Paul Lopez,Silver,Pampanga,Online,qjohnson@example.com,548,3,7910.19,1,2,3,123,2.0,Needs Attention
CUST-1358,Dr. Amber Dominguez MD,Gold,Laguna,Both,andrewsavage@example.net,608,3,7878.91,2,2,3,223,2.33,Needs Attention
CUST-1131,Kenneth Williamson,Gold,NCR,In-Store,noneill@example.com,759,2,7727.54,3,4,3,343,3.33,Loyal Customers
CUST-1343,Kent Jones,Bronze,Cebu,Both,michaelpatterson@example.net,991,2,7723.86,5,3,3,533,3.67,Loyal Customers
CUST-1329,Joseph Hensley,Platinum,NCR,Online,crystal65@example.org,529,3,7635.61,1,2,3,123,2.0,Needs Attention
CUST-1312,Teresa Robinson,Silver,Cebu,Online,whill@example.com,565,4,7577.33,1,2,3,123,2.0,Needs Attention
CUST-1256,Carlos Anderson,Gold,Batangas,In-Store,cassandra18@example.org,528,3,7511.04,1,2,3,123,2.0,Needs Attention
CUST-1078,Katie Guerra,Bronze,Davao,Both,kwolf@example.org,582,1,7450.66,2,5,3,253,3.33,At Risk
CUST-1325,Darrell Ryan,Gold,Pampanga,Both,srobinson@example.net,731,3,7305.2,3,2,3,323,2.67,Potential Loyalists
CUST-1179,Christina Padilla,Bronze,Davao,In-Store,ana01@example.com,651,3,7274.28,2,2,3,223,2.33,Needs Attention
CUST-1040,Carlos Pierce,Silver,Cagayan de Oro,Online,catherine02@example.com,812,2,7256.55,4,3,3,433,3.33,Loyal Customers
CUST-1035,Raven Riddle,Platinum,Laguna,Online,clinton63@example.com,572,3,7137.84,2,2,3,223,2.33,Needs Attention
CUST-1279,Pamela Lawrence,Bronze,NCR,Both,amanda63@example.net,552,3,7066.15,1,2,3,123,2.0,Needs Attention
CUST-1184,Christopher Fields,Silver,Laguna,Both,cvazquez@example.com,1097,1,7041.05,5,5,3,553,4.33,Loyal Customers
CUST-1326,Daniel Thomas,Bronze,Cagayan de Oro,In-Store,michaelobrien@example.net,758,1,7040.36,3,5,3,353,3.67,Loyal Customers
CUST-1059,Jason Bush,Silver,Cagayan de Oro,In-Store,carolyn19@example.com,789,2,6876.49,4,3,3,433,3.33,Loyal Customers
CUST-1085,Gabriel Roach,Silver,Batangas,In-Store,fprice@example.com,1041,1,6868.68,5,5,3,553,4.33,Loyal Customers
CUST-1303,Amanda Thomas,Silver,Pampanga,Both,ytorres@example.org,640,4,6847.91,2,2,3,223,2.33,Needs Attention
CUST-1342,Alex Benson,Bronze,Pampanga,Both,darren68@example.net,544,4,6795.68,1,2,3,123,2.0,Needs Attention
CUST-1384,Todd Middleton,Bronze,Batangas,Both,xhorn@example.com,989,1,6674.38,5,5,3,553,4.33,Loyal Customers
CUST-1244,Sarah Shelton,Silver,Batangas,Both,ramirezrachel@example.net,1088,4,6672.92,5,2,3,523,3.33,Potential Loyalists
CUST-1265,Daniel Johnson,Silver,Cagayan de Oro,Both,bsolomon@example.com,551,2,6596.2,1,3,3,133,2.33,At Risk
CUST-1146,William Kelley,Silver,Cagayan de Oro,Online,scruz@example.org,767,1,6540.24,3,5,3,353,3.67,Loyal Customers
CUST-1180,Richard Miller,Bronze,NCR,In-Store,christopherlee@example.com,1039,1,6501.8,5,5,3,553,4.33,Loyal Customers
CUST-1110,Sean Townsend,Gold,Iloilo,Online,williamsonanthony@example.net,757,3,6385.3,3,2,3,323,2.67,Potential Loyalists
CUST-1389,Ricky Davis,Bronze,Batangas,In-Store,christy58@example.net,1022,2,6315.68,5,3,3,533,3.67,Loyal Customers
CUST-1355,Brian Morrison,Gold,Cebu,Both,castillomichelle@example.com,630,3,6303.6,2,2,3,223,2.33,Needs Attention
CUST-1369,Richard Douglas,Silver,Batangas,Both,leblancdominic@example.org,886,1,6301.54,4,5,3,453,4.0,Loyal Customers
CUST-1278,Tracy Boyer,Bronze,NCR,Both,aanderson@example.net,545,3,6266.49,1,3,3,133,2.33,At Risk
CUST-1073,Devin Pena,Bronze,NCR,Online,idickerson@example.net,688,2,5992.78,3,3,3,333,3.0,Loyal Customers
CUST-1386,Rebecca Hurst,Silver,Batangas,Both,vsanchez@example.org,984,3,5931.48,5,3,3,533,3.67,Loyal Customers
CUST-1198,David Jones,Silver,Cagayan de Oro,Both,wayne92@example.com,587,2,5820.85,2,3,3,233,2.67,At Risk
CUST-1182,Samuel Morgan,Bronze,Cagayan de Oro,Both,ucummings@example.com,620,2,5819.18,2,4,3,243,3.0,At Risk
CUST-1387,David Sawyer,Bronze,Cebu,In-Store,starkharold@example.com,802,1,5789.76,4,5,3,453,4.0,Loyal Customers
CUST-1297,Paul Sanchez,Bronze,Cebu,Online,brownapril@example.org,814,4,5752.11,4,2,3,423,3.0,Potential Loyalists
CUST-1126,David Compton,Bronze,Iloilo,In-Store,ramirezmichael@example.net,720,4,5705.92,3,2,3,323,2.67,Potential Loyalists
CUST-1374,Michael Garrett,Bronze,NCR,In-Store,benjamin52@example.com,1118,1,5672.24,5,5,3,553,4.33,Loyal Customers
CUST-1025,Mark Hall,Gold,Cagayan de Oro,In-Store,julie57@example.com,878,3,5663.67,4,3,3,433,3.33,Loyal Customers
CUST-1246,Carrie Jones,Silver,Cebu,Both,laurawallace@example.net,900,1,5637.65,4,5,3,453,4.0,Loyal Customers
CUST-1158,Chelsey Robbins,Bronze,Laguna,Online,amberhart@example.com,727,2,5591.68,3,3,3,333,3.0,Loyal Customers
CUST-1313,Angie Morris,Bronze,Pampanga,Online,phillipstaylor@example.net,621,3,5577.54,2,3,3,233,2.67,At Risk
CUST-1296,Jaclyn Weaver,Bronze,Iloilo,Online,gabriel18@example.org,925,1,5573.76,4,5,3,453,4.0,Loyal Customers
CUST-1002,Cheryl Cuevas,Silver,Unknown,Both,uwhite@example.org,690,3,5546.68,3,3,3,333,3.0,Loyal Customers
CUST-1120,Connor Johnson,Silver,Davao,Online,kimberly53@example.com,1015,1,5502.96,5,5,3,553,4.33,Loyal Customers
CUST-1291,Angela Wright,Bronze,Davao,Online,davismargaret@example.net,733,1,5439.48,3,5,3,353,3.67,Loyal Customers
CUST-1354,Richard Barnes,Gold,Batangas,In-Store,thomaswest@example.org,611,3,5384.04,2,3,4,234,3.0,At Risk
CUST-1304,Benjamin Madden,Bronze,Pampanga,Both,richardclark@example.net,633,2,5192.18,2,3,4,234,3.0,At Risk
CUST-1041,Renee Shaw,Bronze,Cagayan de Oro,In-Store,wtaylor@example.net,1035,1,5148.72,5,5,4,554,4.67,Champions
CUST-1091,Anthony Wheeler,Gold,Davao,Both,valeriejones@example.net,647,4,5118.65,2,1,4,214,2.33,Needs Attention
CUST-1394,Dawn Simpson,Bronze,Cebu,Both,othompson@example.net,786,1,4927.26,3,5,4,354,4.0,Loyal Customers
CUST-1140,Matthew Bender,Gold,Laguna,Online,bradwest@example.com,1076,1,4909.14,5,5,4,554,4.67,Champions
CUST-1016,Keith Mclaughlin,Bronze,Unknown,Online,taylor37@example.net,802,2,4879.92,4,3,4,434,3.67,Loyal Customers
CUST-1046,Cody Anderson,Platinum,Laguna,In-Store,nrose@example.net,561,2,4856.26,1,3,4,134,2.67,At Risk
CUST-1287,Jennifer Duran,Bronze,Laguna,In-Store,nhaley@example.org,590,3,4817.14,2,3,4,234,3.0,At Risk
CUST-1090,Maria Dennis,Bronze,Cebu,In-Store,annawilliams@example.net,565,3,4711.7,1,3,4,134,2.67,At Risk
