customer_id,full_name,email,phone,gender,region,channel,tier,signup_date
CUST-1072,Heather Hill,arthur32@example.org,+63 999 727 7188,Female,Cebu,Online,Platinum,2023-06-29
CUST-1073,Devin Pena,idickerson@example.net,+63 909 589 4760,Female,NCR,Online,Bronze,2023-04-17
CUST-1074,Randy Hill,roberteverett@example.org,+63 923 633 2156,Female,NCR,In-Store,Platinum,2023-12-05
CUST-1075,Felicia House,william75@example.com,+63 986 446 9633,Male,Cebu,Online,Gold,2022-10-29
CUST-1076,Amanda Collins,sarah72@example.org,+63 902 257 4301,Male,Batangas,Online,Gold,2023-01-14
CUST-1077,James Butler MD,valeriesmith@example.com,+63 932 136 5184,Female,Davao,In-Store,Bronze,2023-02-17
CUST-1078,Katie Guerra,kwolf@example.org,+63 992 816 9651,Female,Davao,Both,Bronze,2023-07-27
CUST-1079,Benjamin Perkins,florescaroline@example.org,+63 923 765 2880,Male,Davao,Both,Bronze,2022-12-23
CUST-1080,Brandon Howard,nancy70@example.net,+63 938 426 2444,Male,Cagayan de Oro,In-Store,Silver,2023-05-19
CUST-1081,William Leonard,michaelday@example.org,+63 911 330 9275,Female,Laguna,Online,Bronze,2023-08-07
CUST-1082,Luis Keith,ashley42@example.net,+63 930 614 0823,Female,Laguna,Online,Gold,2022-01-10
CUST-1083,James Baker,willieheath@example.net,+63 982 415 2749,Female,Batangas,Both,Bronze,2022-09-15
CUST-1084,Elizabeth Foster,xmoyer@example.com,+63 921 553 0514,Male,Cagayan de Oro,In-Store,Platinum,2022-04-27
CUST-1085,Gabriel Roach,fprice@example.com,+63 998 171 8791,Male,Batangas,In-Store,Silver,2023-07-11
CUST-1086,Tammy Garner,garciaphilip@example.com,+63 909 112 2082,Female,Iloilo,In-Store,Bronze,2022-02-04
CUST-1087,Lauren Patterson,josephjackson@example.net,+63 932 501 7099,Male,Cagayan de Oro,Both,Silver,2023-08-04
CUST-1088,Charles Phillips,rnewman@example.org,+63 908 328 1743,Male,,Both,Bronze,2023-03-11
CUST-1089,Eric Williams,watsonbriana@example.net,+63 904 764 7611,Male,Pampanga,Both,Bronze,2023-12-07
CUST-1090,Maria Dennis,annawilliams@example.net,+63 945 688 7044,Female,Cebu,In-Store,Bronze,2023-11-07
CUST-1091,Anthony Wheeler,valeriejones@example.net,+63 997 797 0305,Male,Davao,Both,Gold,2022-02-13
CUST-1092,Theodore Williams,cmueller@example.com,+63 993 363 0243,Female,Davao,Online,Bronze,2023-05-17
CUST-1093,Summer Robinson,jameschristian@example.org,+63 906 715 0853,Male,NCR,In-Store,Bronze,2023-11-09
CUST-1094,Belinda Young,ncarr@example.org,+63 927 427 9483,Female,Davao,In-Store,Platinum,2023-07-08
CUST-1095,Stephanie Landry,kelly46@example.net,+63 935 332 8900,Female,Cagayan de Oro,Both,Silver,2023-07-03
CUST-1096,Eileen Becker,frank78@example.net,+63 985 480 0122,Female,Davao,Both,Silver,2022-08-25
CUST-1097,Cheryl Hill,kgrimes@example.net,+63 972 546 5877,Female,NCR,Online,Gold,2022-10-22
CUST-1098,Brenda Harris,hbutler@example.net,+63 974 658 8734,Female,Cebu,In-Store,Bronze,2022-07-03
CUST-1099,Jason West,thomashernandez@example.com,+63 988 532 0535,Female,Pampanga,In-Store,Platinum,2023-03-11
CUST-1100,Adrienne Nelson,brittany60@example.net,+63 931 241 7500,Male,,Both,Silver,2023-02-15
CUST-1101,John Alexander,owenssusan@example.com,+63 901 881 0876,Female,Laguna,In-Store,Silver,2022-08-29
CUST-1102,Debbie Allen,delacruztanner@example.org,+63 963 456 9855,Male,Iloilo,Online,Silver,2023-06-04
CUST-1103,Kevin Hawkins,davidsondavid@example.com,+63 954 808 8733,Male,Laguna,In-Store,Bronze,2023-03-04
CUST-1104,Tracey Martin,nschwartz@example.net,+63 942 102 8992,Female,Batangas,Online,Bronze,2022-12-29
CUST-1105,Jennifer Cox,suttonmelissa@example.com,+63 917 359 6160,Male,Batangas,Both,Bronze,2022-01-24
CUST-1106,David Nguyen,tcoleman@example.org,+63 964 456 4307,Female,Iloilo,Online,Gold,2022-10-30
CUST-1107,Brian Murray,juan92@example.net,+63 998 354 1792,Male,Batangas,Online,Platinum,2022-01-15
CUST-1108,Ryan Whitehead,boonerandall@example.org,+63 951 782 6915,Female,Iloilo,Both,Silver,2022-10-28
CUST-1109,Tanya Washington,richardcampbell@example.com,+63 983 446 6730,Female,Batangas,Both,Gold,2022-10-22
CUST-1110,Sean Townsend,williamsonanthony@example.net,+63 945 226 8386,Male,Iloilo,Online,Gold,2023-02-10
CUST-1111,Clifford Gonzales,pamelabuck@example.com,+63 901 605 9413,Female,Davao,Both,Silver,2022-10-31
CUST-1112,Kimberly Moore,thompsondavid@example.org,+63 909 907 2324,Male,Laguna,Online,Platinum,2022-07-09
CUST-1113,Karen Wiggins,lawrence59@example.com,+63 982 717 7476,Male,Davao,Online,Silver,2023-12-30
CUST-1114,Ashley Nelson,zbell@example.com,+63 906 557 6292,Female,Pampanga,Both,Bronze,2022-09-08
CUST-1115,Adam Mckee,melissawilliams@example.com,+63 946 321 0296,Male,Pampanga,Online,Silver,2022-09-04
CUST-1116,Holly Roberts,johnsonbrenda@example.org,+63 983 193 8276,Female,Pampanga,Both,Bronze,2022-12-31
CUST-1117,Robert Cox,richard83@example.org,+63 947 893 1695,Female,Cebu,Online,Bronze,2022-01-10
CUST-1118,Joseph Lopez,deanna29@example.org,+63 968 685 5273,Female,Iloilo,Both,Silver,2023-02-21
CUST-1119,Benjamin Price,vaughnjames@example.org,+63 971 032 0365,Male,,Online,Silver,2022-02-01
CUST-1120,Connor Johnson,kimberly53@example.com,+63 902 002 6557,Male,Davao,Online,Silver,2022-06-23
CUST-1121,Jessica Williams,bgibson@example.net,+63 922 307 8824,Female,Cagayan de Oro,Both,Silver,2022-05-08
CUST-1122,Leah Montgomery,cody21@example.net,+63 914 894 6147,Female,Batangas,Both,Bronze,2023-06-04
CUST-1123,Brittany Parrish,morenoholly@example.org,+63 902 847 0067,Male,Pampanga,Both,Bronze,2023-04-23
CUST-1124,Justin Combs,amysmith@example.com,+63 994 812 7912,Male,Cebu,Online,Platinum,2022-03-26
CUST-1125,Paula Welch,lsantos@example.org,+63 990 050 5069,Male,Iloilo,Both,Silver,2023-12-22
CUST-1126,David Compton,ramirezmichael@example.net,+63 986 504 6786,Female,Iloilo,In-Store,UNKNOWN,2023-02-18
CUST-1127,Benjamin Moody,saragarcia@example.org,+63 928 236 2575,Female,NCR,Online,Silver,2023-03-19
CUST-1128,Elizabeth Ramirez,amycohen@example.org,+63 913 801 8965,Female,Batangas,Both,Gold,2022-10-11
CUST-1129,Renee Cole,chavezeric@example.com,+63 982 962 2509,Female,Cebu,In-Store,Silver,2023-04-02
CUST-1130,Brandy Hodges,guzmandawn@example.com,+63 923 893 7960,Male,Iloilo,Both,Bronze,2022-02-02
CUST-1131,Kenneth Williamson,noneill@example.com,+63 907 286 2269,Male,NCR,In-Store,Gold,2022-10-17
CUST-1132,Andrew Brooks,christina43@example.com,+63 984 252 1265,Female,Batangas,Online,Platinum,2022-05-04
CUST-1133,John Little,daviskevin@example.org,+63 972 196 2656,Female,Davao,Online,Bronze,2023-01-15
CUST-1134,Susan Johns,oparker@example.net,+63 933 933 5123,Female,Batangas,In-Store,Silver,2023-10-01
CUST-1135,Laura Taylor,martinjackson@example.net,+63 999 325 9323,Female,Cebu,Online,Gold,2023-08-01
CUST-1136,Brenda Riley,matthew65@example.com,+63 946 382 7713,Female,Laguna,Both,Platinum,2022-02-04
CUST-1137,Gregory Lopez,butlerjose@example.net,+63 925 228 2211,Male,Cagayan de Oro,Both,Bronze,2023-11-29
CUST-1138,Luis Robinson,nicole19@example.org,+63 939 885 7941,Female,Cebu,In-Store,Bronze,2023-08-23
CUST-1139,Christine Ferguson,michellefisher@example.org,+63 937 775 3310,Male,Batangas,Both,Silver,2022-11-15
CUST-1140,Matthew Bender,bradwest@example.com,+63 972 883 5196,Female,Laguna,Online,Gold,2023-02-27
CUST-1141,Brenda Snyder,levans@example.net,+63 909 447 1272,Female,Pampanga,Online,Bronze,2022-11-17
CUST-1142,Jessica White,elizabeth27@example.com,+63 932 445 6644,Female,Cagayan de Oro,In-Store,Bronze,2023-03-05
CUST-1143,Jonathan Johnson,sharonrosales@example.net,+63 927 472 2922,Male,Pampanga,Both,Silver,2023-01-03
CUST-1144,Eugene Evans,aaron18@example.com,+63 905 222 6707,Female,Davao,Online,Bronze,2022-05-28
CUST-1145,Emily Lane,jason06@example.net,+63 968 195 0242,Male,Cagayan de Oro,Online,Bronze,2023-03-03
CUST-1146,William Kelley,scruz@example.org,+63 998 473 4607,Male,Cagayan de Oro,Online,Silver,2022-06-10
CUST-1147,Ashley Griffin,ymoss@example.com,+63 939 780 9667,Female,Cebu,Both,Bronze,2022-07-03
CUST-1148,John Leonard,tiffany56@example.org,+63 943 201 6723,Female,Davao,Both,Gold,2023-07-23
CUST-1149,Sarah Oneill,alfred68@example.com,,Female,Cebu,In-Store,Silver,2023-11-24
CUST-1150,Ryan Powell,awright@example.org,+63 911 369 7047,Male,Cebu,Online,Gold,2023-04-04
,,,,,,,,
CUST-1152,Melanie Thompson,morriscarla@example.net,+63 952 594 5743,Male,Pampanga,Both,Silver,2022-06-30
CUST-1153,Melissa Ayala,suttongary@example.org,+63 929 788 4526,Female,Laguna,Online,Bronze,2023-11-23
CUST-1154,Katherine Cook,kathryn99@example.net,+63 901 049 2731,Male,,Online,Bronze,2022-07-26
CUST-1155,Derrick Gilmore,vnguyen@example.net,+63 901 059 2619,Female,Batangas,Both,Silver,2022-04-21
CUST-1156,Benjamin Lucas,velezjohn@example.org,+63 944 845 2173,Female,Davao,Both,Bronze,2023-02-22
CUST-1157,Gerald Wells MD,robert56@example.com,+63 997 474 7961,Male,Pampanga,In-Store,Bronze,2022-09-26
CUST-1158,Chelsey Robbins,amberhart@example.com,+63 988 156 5343,Male,Laguna,Online,Bronze,2023-05-11
CUST-1159,Monica Luna,amber92@example.org,+63 975 935 8955,Female,Laguna,Both,Bronze,2023-07-31
CUST-1160,Amanda Rivera,nancy42@example.com,+63 968 383 2803,Male,Batangas,In-Store,Gold,2022-02-07
CUST-1161,Holly Chen,cmcbride@example.net,+63 940 431 8472,Male,NCR,In-Store,Bronze,2022-05-01
CUST-1162,Shelly Mills,johnsnyder@example.com,+63 967 792 4694,Female,Cebu,In-Store,Gold,2023-06-12
CUST-1163,Glenn Jordan,webbmorgan@example.net,+63 951 272 7113,Male,Cebu,In-Store,Gold,2022-01-17
CUST-1164,Amy Gibson DVM,valdezsamuel@example.com,+63 901 207 6566,Male,NCR,Both,Bronze,2023-02-02
CUST-1165,Erik Ramirez,nguyendevin@example.net,+63 961 740 8451,Female,Davao,Both,Gold,2023-11-09
CUST-1166,Jon Lee,peter68@example.com,+63 924 809 0366,Male,Cebu,In-Store,Bronze,2023-12-22
CUST-1167,Jasmin Castro,juliaellis@example.com,+63 997 380 3936,Male,Cagayan de Oro,In-Store,Silver,2023-10-23
CUST-1168,Ronald Morris,ashley89@example.net,+63 961 269 4105,Male,Davao,Both,Platinum,2022-03-08
CUST-1169,Marcus Jensen,robert78@example.net,+63 978 112 2688,Female,Laguna,Both,Bronze,2022-02-20
CUST-1170,Kelly Ritter,ronaldlang@example.com,+63 981 344 2675,Male,Laguna,In-Store,Gold,2022-10-05
CUST-1171,Brian Butler,ochambers@example.org,+63 965 161 3370,Male,Davao,Both,Bronze,2023-08-20
CUST-1172,William Pugh,evan04@example.net,+63 980 849 0008,Female,Cagayan de Oro,Online,Bronze,2022-07-13
CUST-1173,Miranda Herrera,cervantesthomas@example.org,+63 904 430 4159,Female,Cebu,Online,Silver,2023-05-16
CUST-1174,Jessica Wheeler,autumnrobertson@example.org,+63 910 231 8759,Male,NCR,In-Store,Bronze,2023-10-05
CUST-1175,Michelle Jackson,uvalentine@example.org,+63 951 285 8630,Female,Pampanga,Online,Gold,2023-03-11
CUST-1176,Daniel Anderson,goodwinkelly@example.com,+63 971 435 9207,Male,Pampanga,In-Store,Bronze,2023-01-09
CUST-1177,Natalie Cruz,fadams@example.com,+63 977 189 2856,Male,Batangas,Both,Gold,2022-02-17
CUST-1178,Dr. Tanya Stewart,jeffreyrussell@example.org,+63 966 849 3924,Female,Pampanga,Online,Bronze,2022-09-01
CUST-1179,Christina Padilla,ana01@example.com,+63 958 015 2130,Male,Davao,In-Store,Bronze,2023-05-16
CUST-1180,Richard Miller,christopherlee@example.com,+63 931 251 0420,Female,NCR,In-Store,Bronze,2022-10-15
CUST-1181,Robert Sullivan,toddcunningham@example.net,+63 974 026 2548,Male,Batangas,Online,Gold,2022-06-18
CUST-1182,Samuel Morgan,ucummings@example.com,+63 953 459 5037,Female,Cagayan de Oro,Both,Bronze,2023-10-25
CUST-1183,Jason Eaton,lisa76@example.org,+63 919 974 0360,Female,Laguna,Both,Bronze,2022-03-23
CUST-1184,Christopher Fields,cvazquez@example.com,+63 926 577 4500,Male,Laguna,Both,Silver,2023-06-04
CUST-1185,Sharon Medina,samantha01@example.com,+63 983 747 5651,Female,Laguna,Both,Silver,2023-07-09
CUST-1186,Tracy Crane,zachary87@example.net,+63 982 361 3114,Male,Pampanga,Online,Platinum,2023-02-20
CUST-1187,Renee Richardson,hernandezkeith@example.net,+63 944 670 9878,Female,Batangas,Both,Platinum,2023-06-21
CUST-1188,Steve Freeman,briannabarnes@example.net,+63 908 994 4542,Female,Cagayan de Oro,In-Store,Bronze,2023-03-11
CUST-1189,Stephen Pitts,matthew78@example.com,+63 992 743 8331,Female,Pampanga,Online,Platinum,2022-02-07
CUST-1190,Christopher Mitchell,jamesknox@example.net,,Female,NCR,Online,Bronze,2022-12-24
CUST-1191,Amber Bowman,cherylortiz@example.org,+63 938 311 7938,Male,Cebu,Both,Bronze,2023-12-25
CUST-1192,Joseph Henderson,marshalljonathan@example.org,+63 954 811 0905,Male,Iloilo,Both,Silver,2023-03-28
CUST-1193,Andrea Harris,carl72@example.net,+63 929 855 3356,Female,NCR,Online,Silver,2023-07-18
CUST-1194,Vanessa Zimmerman,emilythomas@example.com,+63 989 087 4268,Female,,In-Store,Bronze,2023-09-18
CUST-1195,Tiffany Lara,johncrawford@example.org,+63 905 679 9016,Female,Pampanga,Both,Platinum,2023-01-13
CUST-1196,Kelsey Watson,christinarichardson@example.com,+63 942 890 8290,Female,Laguna,Both,Bronze,2022-02-12
CUST-1197,Jonathan Mooney,jasonjones@example.net,+63 999 777 9631,Female,Laguna,Both,Bronze,2023-07-06
CUST-1198,David Jones,wayne92@example.com,+63 999 425 9895,Male,Cagayan de Oro,Both,Silver,2023-10-17
CUST-1199,Catherine Brown,margaret66@example.net,+63 948 544 3026,Male,NCR,Online,Silver,2023-08-05
CUST-1200,Catherine Robinson,whitejill@example.com,+63 999 553 4901,Female,Davao,Online,Silver,2022-03-31
CUST-1201,Brandon Owens,knightsteven@example.net,+63 943 937 1871,Female,,Online,Silver,2022-01-28
CUST-1202,Adrian Andrews,dawn18@example.com,+63 991 952 4563,Female,Iloilo,In-Store,Platinum,2023-12-31
CUST-1203,Elizabeth Munoz,jasonarmstrong@example.net,+63 958 563 4593,Female,Laguna,Online,Platinum,2022-01-24
CUST-1204,Colin Heath,kathywebb@example.org,+63 902 796 2688,Female,Laguna,Online,Silver,2023-10-26
CUST-1205,Thomas Murphy,vwong@example.com,+63 979 205 3685,Female,Davao,In-Store,Silver,2023-04-28
CUST-1206,Daniel Ellis,brianna41@example.com,+63 952 480 0013,Female,Iloilo,Online,Bronze,2023-04-25
CUST-1207,Deanna Torres,logan53@example.org,+63 985 818 8156,Male,Batangas,Both,Bronze,2023-02-26
CUST-1208,Jamie Smith,zwest@example.org,+63 990 434 9272,Female,Cagayan de Oro,Both,Bronze,2022-09-30
CUST-1209,Glenda Leonard,twilliams@example.com,+63 945 219 2520,Male,NCR,In-Store,Gold,2023-03-21
CUST-1210,Rhonda David,barbaramason@example.net,+63 989 216 8539,Male,Davao,Both,Gold,2022-12-16
CUST-1211,John Solis MD,kellygabriel@example.net,+63 972 912 7929,Male,Iloilo,In-Store,Bronze,2022-01-28
CUST-1212,Matthew Henderson,vrodriguez@example.com,+63 957 022 7462,Female,NCR,Online,Silver,2022-12-12
CUST-1213,Alyssa Gregory,adamssusan@example.org,+63 951 316 6482,Female,Cebu,Online,Gold,2023-07-14
CUST-1214,Jill Fuller,angela09@example.com,+63 952 696 7367,Male,,Online,Silver,2023-09-22
CUST-1215,Timothy Johnson,kchen@example.org,+63 967 670 0621,Female,Davao,In-Store,Bronze,2022-02-23
CUST-1216,Alexandra Wilson,oliverdavid@example.org,+63 985 200 4657,Female,Davao,In-Store,Bronze,2023-10-21
CUST-1217,Jonathan Gonzalez,adam39@example.com,,Male,Laguna,Both,Silver,2022-12-27
CUST-1218,Jose Grant,nicholas09@example.org,+63 975 225 8133,Female,Batangas,In-Store,Gold,2023-05-17
CUST-1219,Tina Savage,raymondtorres@example.net,+63 988 254 1807,Male,Batangas,In-Store,Bronze,2022-08-11
CUST-1220,Mrs. Briana Martin DDS,nancybates@example.org,,Female,Laguna,Both,Gold,2022-08-25
CUST-1221,James Phillips,tamara65@example.org,+63 951 000 1074,Female,Batangas,In-Store,Bronze,2023-09-04
CUST-1222,Sally Finley,markbishop@example.org,+63 960 392 0408,Male,NCR,Both,Bronze,2023-09-23
CUST-1223,Eugene Logan,amandahughes@example.net,+63 934 715 9384,Male,Cebu,Online,Bronze,2022-09-29
CUST-1224,Eric Nichols,eric63@example.org,+63 909 442 8650,Male,Cebu,In-Store,Silver,2023-09-13
CUST-1225,Benjamin Decker,rodriguezmandy@example.com,+63 992 162 3099,Female,NCR,Both,Silver,2022-07-09
CUST-1226,Stephen Stafford,alec50@example.com,+63 976 303 7249,Male,Iloilo,Both,Gold,2023-07-26
CUST-1227,Mary Howell,leah77@example.net,+63 930 707 3386,Male,Iloilo,Online,Bronze,2023-02-03
CUST-1228,Mark Bright,barbara37@example.net,+63 904 481 1420,Male,,Online,Bronze,2022-06-30
CUST-1229,Yolanda Hurley DDS,tramirez@example.com,+63 938 570 7358,Male,NCR,Both,Silver,2022-11-25
CUST-1230,Scott Chavez,carlos92@example.com,+63 965 771 5532,Male,Davao,Both,Silver,2022-11-29
CUST-1231,Cynthia Stevenson,spencer79@example.net,+63 951 382 9199,Female,NCR,Both,Silver,2023-09-30
CUST-1232,Taylor Welch,carriemitchell@example.net,+63 950 218 2723,Male,,Both,Bronze,2022-07-30
CUST-1233,Shannon Holder,douglas51@example.com,+63 995 659 5159,Male,Laguna,In-Store,Silver,2023-09-26
CUST-1234,Cynthia Smith,jakehatfield@example.com,+63 965 876 5767,Male,Laguna,Both,Silver,2023-03-08
CUST-1235,Marie Murray,alisonhart@example.org,+63 940 218 9344,Female,Davao,In-Store,Gold,2022-03-17
CUST-1236,Kelly Brown,dmiller@example.org,+63 922 160 5924,Male,Laguna,In-Store,Gold,2022-02-15
CUST-1237,Leslie Lopez,matthewdixon@example.org,+63 963 649 6548,Male,Laguna,Both,Bronze,2022-01-14
CUST-1238,Donald Allen,christina83@example.net,+63 924 620 9918,Female,Cebu,Online,Gold,2023-09-15
CUST-1239,Victoria Clark,kevinrodriguez@example.net,+63 964 760 0349,Female,,Online,UNKNOWN,2022-01-08
